VIN,GRADE,STOCKNUMBER,MAKE,MODEL,SERIES,YEAR,PRICE,BODY,CYLINDERS,DISPLACEMENT,EXTERIOR,INTERIOR,MILEAGE,TRANSMISSION,UPHOLSTERY,ENDDATE,ABGLOCATION,BUYDATE,BUYERNAME,WATCHEDBY,DEALERSHIPNAME,DRIVE TRAIN,CONDITION REPORT,SALES REP
3FADP4BJ1KM123922,4.4,,Ford,Fiesta,Se,2019,11000,Sedan,4,1.6l,Grey,Black,26494,A/t,Cloth,2020-02-27T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFDmbnIvh9bJfnwSqirv4Ix9wvONpMqcZFhfupyD8sU1Qz23k3DK78GvGYurtxoKrhRzrC946lifKqueitydsjaH5z4nA4ELLhBKG4eEzYXcQ%3d%3d,
JM3KFBCMXK0549622,3.8,,Mazda,Cx-5,Touring,2019,19700,Suv,4,2.5l,Grey,Black,31150,6-speed A/t,Cloth&leather,2020-02-27T19:30:00.000Z,Miami- FL,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFRR3WiBrK9ITLEppm7HB3o8C6kTKw6w8yo9voYT9J%2bFOItTu0FcX%2fZ%2boAwzsu5wuGkz6Fiw3PWlcv1NKssj7g%2fL8eFQ93ya0BJoJBXnqmqHg%3d%3d,
3KPC24A35KE067842,4.5,,Hyundai,Accent,Se,2019,11300,Sedan,4,1.6l,White,Black,36519,A/t,Cloth,2020-02-26T19:30:00.000Z,Los Angeles- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEElD1pkkfEy8ngf2Pu0QPv9StHXrO0mzCQRZr37i7Vb3KbOK8uR6q354TE59XuFbVeyviOEKDDt%2bHYt8VBCjLfmtNSAiv9kcaEg33MMCyghA%3d%3d,
1C4RJFBG6KC665617,4.6,,Jeep,Grand Cherokee,Limited,2019,27200,Suv,6,3.6l,Grey,Black,29213,8-speed A/t,Leather,2020-02-25T19:30:00.000Z,Hartford- CT,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFPxmRrCkbh99j8hj%2boBWFgdSXEFLdLwgLcg0T6ubs0MNwjq2q%2fj5y9csvtOo%2b%2bPBfaPSyhv5GIlHp%2bybulBtS%2bSMHpfKjCpRVf7vc1qotQVg%3d%3d,
JA4AT3AA2KZ023373,4.2,,Mitsubishi,Eclipse Cross,Es,2019,13700,Suv,4,1.5l,Silver,Black,40255,Continuously Variable Trans,Cloth,2020-02-26T19:30:00.000Z,Kansas City- MO,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEsccGZrDGJpeixIyzVuYkhI78YI2I8wykFv%2fdI5YeHCZZMGoU6JbPahNMtx3zSSJQZJWKedF0BqMaIP2lb3GYsPje%2fypQxDcw8d%2bgegqm8Mg%3d%3d,
1C6SRFET1KN721350,4.5,,Ram,1500,Rebel,2019,35900,Pickup,8,5.7l,White,Black,34664,8-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Boston- MA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEcfCAaa%2bii%2blu%2f0ev2eSvTExXYJBPG%2bVkaYGOwkY16v3TXSUEDIY8OuQs8emXqOaGxaYirHaobcl%2b9YM8F%2fEMwOznWck8A%2bdzicAwFnLQumQ%3d%3d,
1C4RJFBGXKC665491,4.5,,Jeep,Grand Cherokee,Limited,2019,27500,Suv,6,3.6l,White,Black,27006,8-speed A/t,Leather,2020-02-27T19:30:00.000Z,Pittsburgh- PA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGXvic6XNPQOR1S%2bjNuEC8GW9cm8CORP7tjnP7pLA4KYAeibeZcWt2cjHuNMGgZTUdrNXalyCQSTfFPuDsngR7A%2fhuMcKTZVGQPapIoaPywOw%3d%3d,
1FADP3F21HL280048,3.7,,Ford,Focus,Se,2017,9100,Sedan,4,2.0l,Red,Black,47742,6-speed A/t,Cloth,2020-02-25T19:30:00.000Z,Newark- NJ,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFPqfvuIcs9dckiMuUvOm3ovUQTupvRwh%2fqPINMTn8VDm41IB6%2bayLEbugg1xGU0G%2f9jnJKrj1jt%2bKu0NmlRlm89dJFl6xCfcdICxD0Aom6pw%3d%3d,
3C4NJDDB0JT470068,3.8,,Jeep,Compass,Trailhawk,2018,17500,Suv,4,2.4l,Red,Black,30528,9-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Newark- NJ,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHYe76OH2cWb724alKq7MASm6188cCsOUUTGXLm43h9oA30TvuYkA92luLTebzt7xbyF9yUQIzWuCW%2b2Ahhwe9o%2bAfNu3IFuJaGnoiHF2LPUw%3d%3d,
1C4RDJDG7KC691568,3.7,,Dodge,Durango,Gt,2019,27100,Suv,6,3.6l,White,Black,34352,8-speed A/t,Cloth&leather,2020-02-27T19:30:00.000Z,Ft Lauderdale- FL,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEY2ORsI%2f74i2cXNj4Km99ltEayN9u6dJIg56EPMuosPMle9wckGbsrZdQcRp5xCO1D6KzVd%2fzGNZM5u2kmI0OiUqgMzGjM9b55a39iDK41qg%3d%3d,
3C4NJCCB3KT675798,3.9,,Jeep,Compass,Limited,2019,16100,Suv,4,2.4l,Black,Black,45289,6-speed A/t,Leather,2020-02-27T19:30:00.000Z,Ft Lauderdale- FL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEVL7naYa7LnkE476U5Y2YgXvLMapZ5mGn%2fnutvqe%2bh7GLKP8SPTAljurkN216JTSUh6qxwcQuQbjwZ1S7YkWSNVry%2bDLrJ%2fCm%2fHwBeDOT45Q%3d%3d,
JA4AD3A34KZ020585,4.1,,Mitsubishi,Outlander,Sel,2019,15100,Suv,4,2.4l,Black,Black,35659,A/t,Leather,2020-02-27T19:30:00.000Z,Miami- FL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEK5%2ff0003gW%2fzv0H6b5i9bVrMAcnxWrihYD3OA5jr%2bhHXJB83fkJjX3W4vc5get4L80rkn0ppi3Ox1upBYt7D7BBl3FZymGLNMiHnsogLpMg%3d%3d,
1C4RDJDG7KC691666,4.6,,Dodge,Durango,Gt,2019,27600,Suv,6,3.6l,Silver,Black,29052,8-speed A/t,Leather,2020-02-26T19:30:00.000Z,Chicago Midway- IL,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGhwLq2ddIFGQXzuhXg2oSw8GtTyOKtwtDvR4T4YJ%2bl6OSdnovSHKATNEVqDutIPRXlWLRYbL4bF%2bQfIBzPqhZ62wSJUvPOH3lEl2vcXZ3mgQ%3d%3d,
1GAZGPFG5K1165578,4.8,,Chevrolet,Express Passenger,Lt,2019,21300,Van,8,6.0l,White,Grey,31501,A/t,Cloth,2020-02-28T19:30:00.000Z,Denver- CO,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFtyle97pubYLzbf4eiWsCPOg8kMyipahxs0hoyP87n1hMA3VcV0hqFTRnerKn2NdX4BS4iPNDdKulJ042pwp3lnhTZXmBLUJi31auqdMtT2A%3d%3d,
1C4RJEBG8KC656198,4.6,,Jeep,Grand Cherokee,Limited,2019,26300,Suv,6,3.6l,Silver,Black,32225,8-speed A/t,Leather,2020-02-25T19:30:00.000Z,Houston Intercontinental- TX,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHgEIpXTaPckXWYH9wwi1QYQQgPFgXxo8GEL1b69y3z%2fNwEzO93c7my3Cpe0d2oJ8rBLFrNKspWJOyK4gncApDg3gx6Os182plehZWYnK3G0A%3d%3d,
1C6RRELT7KN724233,4.7,,Ram,1500,Rebel,2019,32500,Pickup,8,5.7l,Grey,Black,42830,8-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Oklahoma City- OK,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEnsadal2xXWkUW2QKnIQvmtRvyLN146Y07ttv4m2e37g%2fReOBcads8tA2zy3IbC7hm%2fIIZBKWva196pIE%2b6i5LY2M1HwoLBlVZGpO5HTOg2A%3d%3d,
3N1AB7AP8KY296271,4.6,,Nissan,Sentra,Sv,2019,11800,Sedan,4,1.8l,Silver,Black,33584,A/t,Cloth,2020-02-26T19:30:00.000Z,Columbus- OH,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFhnShuqFeEGX%2f1fljmBiIa5VrufW8iwWA4N%2f999CCCuPiDfOgs%2f%2bn8%2fLLB0M0VMOpxg%2bCa8lUvLZo8nXqXk4%2bQuTflcZdLtgqhu5U60w%2f2og%3d%3d,
2GNAXUEVXK6199023,4.2,,Chevrolet,Equinox,Lt,2019,17000,Suv,4,1.5l,White,Grey,39423,6-speed A/t,Cloth,2020-02-26T19:30:00.000Z,Dayton- OH,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEKAft%2bXVJp%2bWInFyThEcVEJVuLIEGBsGjdacaNsayhypOv%2femFG1BclpIp1xogVC3eQfCPXYdswuFGeRj8gb27jPHlWGwBc2d1O3GLjram6A%3d%3d,
3N1AB7AP5KL622069,4.3,,Nissan,Sentra,Sv,2019,11700,Sedan,4,1.8l,Silver,Black,32127,Continuously Variable Trans,Cloth,2020-02-26T19:30:00.000Z,Dayton- OH,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEvDNWsCXKO%2bI1xLQj5eqbdIQDCJKbeCWDQ5O0jaT44KByzJhs82JibL29Eb7FsRrN4TJUlDSoJEhsmHfw%2fXQtn%2fG6KebChfmf%2bg0BJufh%2f6g%3d%3d,
JA4AZ3A38KZ010935,3.6,,Mitsubishi,Outlander,Se,2019,16700,Suv,4,2.4l,White,Black,29072,A/t,Leather,2020-02-27T19:30:00.000Z,Orlando- FL,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToECco3H7NKw4JeUsC2AskZgelYt%2b%2b80B0IyVs0v64%2bTw5x4dH1GfU52SSiqQ%2br7vq7ZaKWhoKVepLWaA0WNe4DVNzFjKqxBnSs0QmJ%2fxjxSaw%3d%3d,
1C4RJFBG3KC693455,4.3,,Jeep,Grand Cherokee,,2019,27100,Suv,6,3.6l,White,Black,34922,8-speed A/t,Leather,2020-02-27T19:30:00.000Z,Chicago Ohare- IL,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEtNxcLSj50PwxMDgHZHur2LHMwBkTUhNYaYmeUMmgF2cqm4BdCwVwJoUeu6r46XUUhEPpKzzF48vYMDDKh1Z1foNyhELYJYzRUFpckFxUU%2fw%3d%3d,
2T1BURHE0JC056951,4.1,,Toyota,Corolla,Le,2018,12400,Sedan,4,1.8l,White,Black,44164,A/t,Cloth,2020-02-24T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGYD0%2fqHr0retSjdHuBeyJfFL0SGMiKSavO8q3hPiRMU%2fHSK2bhrvzHwWhQ5h0qzWK%2fYh6Ae%2b%2bPUnrd60ZTMhQ2HYntRfm%2b3G7fn5xdUo6e7A%3d%3d,
2T1BURHE5KC148588,4,,Toyota,Corolla,Le,2019,13200,Sedan,4,1.8l,White,Black,29239,A/t,Cloth,2020-02-29T19:30:00.000Z,Buffalo- NY,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGuQHi%2fehhCuWcXgdmgBC460JVLKSAuxi%2flYGBANc%2fxK3IKVDF3FIUkMOPKf9TWX9xYAFFxeMd6%2f%2f3zoELr6GDIjRFJNi8oPwTmoMpzjhUuiQ%3d%3d,
3C4NJDDB5KT671739,4.2,,Jeep,Compass,Trailhawk,2019,18300,Suv,4,2.4l,Silver,Black,37636,9-speed A/t,Cloth&leather,2020-02-29T19:30:00.000Z,Baltimore- MD,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFO6fQyMb35JfWpGV6MkVGRby3Ef%2fIEeWZe72s8HODh6huE0moY5QDkTRXDUhNSkVZcXJUtdT0fmlAzIdMD%2bjwoBQMIdJeg%2fXQ1K8UOO98%2bwA%3d%3d,
3N1AB7AP2KY295018,4.6,,Nissan,Sentra,Sv,2019,11500,Sedan,4,1.8l,Grey,Black,35604,Continuously Variable Trans,Cloth,2020-02-24T19:30:00.000Z,Philadelphia- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGbHNHmBGPILuraJHDH%2bLJTB0F3joWpFw%2fcIUysUBjCWUoNEu8vbnS%2fspGqqxZ9h81MihWyscFynT969DrLi1Bs43xcCknlj6Ic1HW5F2M6dA%3d%3d,
1C4RJEBG4KC656635,4.6,,Jeep,Grand Cherokee,Limited,2019,25100,Suv,6,3.6l,Grey,Black,31511,8-speed A/t,Leather,2020-02-29T19:30:00.000Z,Hartford- CT,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToH3u85bUFtcknVnI3%2bv47LE1W6y16Bi5yxroOYH8ktP8k6SU6dz1p%2fd2DFfgZ91b%2bdaDw0irnP%2boj2DbXw1Gk4tdSsrYp7MWkQvf00n9yPjMA%3d%3d,
3C4PDDGG4JT386956,4,,Dodge,Journey,Crossroad,2018,15900,Crossover Utility Vehicle,6,3.6l,Red,Black,41631,6-speed A/t,Cloth&leather,2020-02-29T19:30:00.000Z,Richmond- VA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGFr8uFPTmS6pKa%2fvCxb2kwpDYNHuSF5Hz2ixSBifyHDqTRKSFkVBECmlobQMUh574moJf%2fmCPapWoAnhc1OPTgkLWxE3OM7RSpFGxCGg4sBg%3d%3d,
4T1B11HK2KU744501,4.5,,Toyota,Camry,Le,2019,16800,Sedan,4,2.5l,White,Black,33255,8-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Philadelphia- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEB4Kg1SMswHxe83F6QD7hg%2bkNJx3UQOVufbBEhJn02wi5TEUrmqrtmm9rVXiglm9lAaJuzdevkdJrntz4GfBdtUIIaiVGurH8pyNl6eV9uiA%3d%3d,
5YFBURHE7KP941651,4,,Toyota,Corolla,Le,2019,13000,Sedan,4,1.8l,White,Black,34110,A/t,Cloth,2020-02-26T19:30:00.000Z,Louisville- KY,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHnvOxB1%2faaMAoOjgoIDmsEJlwzsJD3QajMxrfoG0TsB514tRjyx5slFGKJqnbM1v6bMfdhOFmNUOjC7BNWh0IeAzjaQ2wK802XF5hULEwsCw%3d%3d,
JM3KFACM7K1546486,4.5,,Mazda,Cx-5,Touring,2019,18900,Suv,4,2.5l,Silver,Black,36634,6-speed A/t,Cloth&leather,2020-02-26T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGsgMx7p1EX8OGJlbcc2Lt9Un6noTqPOdq6x6sZdBuGlW1Uf8ebfSTREIFbl%2fTg30LW3x61%2fVgOCzrcavA5lNn4huW5TKXhiYdGpDYWRD3spg%3d%3d,
1FMCU9G91KUB33755,4.6,,Ford,Escape,Se,2019,16900,Suv,4,2.0l,White,Tan,35976,6-speed A/t,Cloth,2020-02-28T19:30:00.000Z,Chicago Ohare- IL,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHuPd31O3qD4l0bK5JND3TDyLEDQtYFVsgUZ36cuGH923skAMg2Llmj3GP%2foPv8NjNq8Ab8cx4nVQvS2vbX4qjTQrfQh5vwiUEGk4osWeSt%2bQ%3d%3d,
1C4HJWDG5JL919843,4,,Jeep,Wrangler Jk Unlimited,Sport,2018,24600,Suv,6,3.6l,White,Black,39964,A/t,Cloth,2020-02-27T19:30:00.000Z,Salt Lake City- UT,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFQY1%2f2DVrwre9BglZotciLMhCS1PB03IIPCtc%2bTPN49cjZD4f%2bmD9y66wz4NPvitd5vaD39gpFhv0%2fXEF%2bMln%2by%2fdYg8%2ba9HKGW4joyJ26kA%3d%3d,
3VWF17AT4HM618744,3.7,,Volkswagen,Beetle,,2017,10700,Coupe,4,1.8l,Blue,Black,53598,6-speed A/t,Leather,2020-02-27T19:30:00.000Z,San Francisco- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGpn2szMzab6upfY%2bMR1tukRT%2f3COl8M6u3IjvIN7GeFc%2brJWLOTBWGNGElR7Y%2b%2fWPd5rhiOvhFKbD6iG8tIVBEmwx1sm%2b8f6XImIONDdgZeA%3d%3d,
JA4AD3A38KZ038619,4.7,,Mitsubishi,Outlander,Se,2019,15500,Suv,4,2.4l,Silver,Black,34367,A/t,Leather,2020-02-27T19:30:00.000Z,Baltimore- MD,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEGB6AlkD%2fpm1nb1dHic6Gl8Gr8s4Xy7IwI%2fPu5B4P42wOsJ6XVdBhw297HRljYmX3CugG9g8IfpdnroHQBYh6nguIEGJwh2ONp1fN2IaDEQQ%3d%3d,
2T3F1RFV3KW030221,4.5,,Toyota,Rav4,Le,2019,20100,Suv,4,2.5l,White,Black,33997,8-speed A/t,Cloth,2020-02-27T19:30:00.000Z,Boston- MA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEaiATdeM63KyJlu9Q%2f%2bEZp7VgqOt0JKyAaHUOPTaDIIpCSzSPa8MSUB%2boaWwvMBj98OcjLi%2b5P%2foWKOTPS%2fj31AAgOu09E9qF23hVIxAKCqw%3d%3d,
3FA6P0LU3KR220391,4.6,,Ford,Fusion Hybrid,Se,2019,14200,Sedan,4,2.0l,Black,Tan,37314,Continuously Variable Trans,Cloth,2020-02-27T19:30:00.000Z,Little Rock- AR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToF7lHVmkp6j3ChBhGwvjIa8fGtKuQWFcDnTIWwlhAvSrqwaMnI2BfeCJ18cM6v1OjLgrltLKDSnQE%2fgAWVWexcx8OjqLmpha98dy9YePPXOzw%3d%3d,
JA4AZ3A32KZ022904,4.3,,Mitsubishi,Outlander,Sel,2019,16500,Suv,4,2.4l,White,Black,32510,Continuously Variable Trans,Leather,2020-02-24T19:30:00.000Z,Philadelphia- PA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHtu2IZQRL1o49uQDqxM84Yq33F%2bXI0bmhQAkbJDw%2f26LNDvVSA91gI3lc7s60%2b7QhuipwuClbI%2bWvbhUE%2fWcu1p%2b%2bYKd5AkHepHViWAZlzRQ%3d%3d,
2C4RDGCG2KR618684,3.7,,Dodge,Grand Caravan,Sxt,2019,16200,Minivan,6,3.6l,Red,Black,36107,6-speed A/t,Cloth&leather,2020-02-27T19:30:00.000Z,Newark- NJ,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHgGwky7N8FMy4GvioYl%2fbzap%2biRkR0vNhqN1cM3xsFUCDs9d6vtEkz00WzwzcLMCTtXVgDFaxSV7WwjNHnitbOKcrDbW3gyALHWMcRfX9fqw%3d%3d,
JTDKARFUXK3069171,4.4,,Toyota,Prius,L,2019,19300,Sedan,4,1.8l,White,Black,27728,Continuously Variable Trans,Cloth,2020-02-29T19:30:00.000Z,Boston- MA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGfiTFatE5HxBtv1KLAUGzSoi0FgrzxaX3QtWAqk4J9NfHBQnSqu7M7TNosJmKKp9MaSkVZxl2Pj1R4vA5QhX9NrkHrp%2b55XdXWj5BMwR1IWw%3d%3d,
5TDKZ3DC0KS992564,4.5,,Toyota,Sienna,Le,2019,22800,Minivan,6,3.5l,Silver,Grey,38334,8-speed A/t,Cloth,2020-02-27T19:30:00.000Z,Kansas City- MO,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFq8DrGn%2fCFSl7%2f4qG5SC6yGktcaGYzn0S7c0HVrE3cGvgAaQp2Dh4DPPYEoR49ryKwffODHvotZkJePjFrKNDbNBoEJZpH%2fAmnGWtAXv082w%3d%3d,
1V2LR2CA2KC550965,4,,Volkswagen,Atlas,3.6l V6 Se,2019,25500,Suv,6,3.6l,Grey,Grey,35891,8-speed A/t,Leatherette,2020-02-27T19:30:00.000Z,Oklahoma City- OK,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEttJ1KrvkTlRBhw2N2zFqvYYFDhHbIemDTp%2f%2f9z52kO7laP0iaM5UM7S72rSoJHt6AyborERGz3qj2wkiK6Ba6crtX3G2lqdtfgYAFSzGQXQ%3d%3d,
5TDZZRFH2KS298355,4.1,,Toyota,Highlander,Le,2019,23000,Suv,6,3.5l,Silver,Black,40398,8-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Philadelphia- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEtWH7eOsoDHzzuYkngChnepXXFhGDG30oKbUtBtIQF6Z9nvvmPDqSeZfiDI9YF1rRGDlByDu%2f1MrfJbQypivq7AImieAceBIvRxfcOInB2IQ%3d%3d,
1C4RDJDG5JC290633,4.1,,Dodge,Durango,Gt,2018,23300,Suv,6,3.6l,Red,Black,54935,8-speed A/t,Leather,2020-02-24T19:30:00.000Z,Los Angeles- CA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGtzDlcZ4c5zpJzJPeJrSPqHMltKzK09tHOGjcN9gbTI%2b4Oq45DTxWQyAGbSsAcD8GMFkfx%2bXhECs4Evv3TqwWlPKMn3qZHMCPMRiDaYMf2tw%3d%3d,
5XXGT4L38KG279072,4.5,,Kia,Optima,Lx,2019,13200,Sedan,4,2.4l,Grey,Black,42579,6-speed A/t,Leather,2020-02-25T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFG%2bJPPGvOzhDvTcifZkQG6M8909Y0sRX4PGdMhMe5K%2fKgeKuim5c78AaZmzgT08onShZujXk6YKY2hGXnsQ8IYbj%2fVSTjBPVOZsSrKudz5mw%3d%3d,
1FMCU0G96HUB46764,4.4,,Ford,Escape,Se,2017,13200,Suv,4,2.0l,Black,Grey,41653,6-speed A/t,Cloth,2020-02-25T19:30:00.000Z,San Diego- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEFKpVFZGp2yZjT1eazXC%2bij7rpB0k8lFri5WnU45z6cI5WuwBVTDpA8lS969B5U%2fPZES7oYpvxC0DSz%2fmTcLgGZ8YazcfqHSqAjq7NbE5KFw%3d%3d,
5YFBURHEXJP818764,4.1,,Toyota,Corolla,Le,2018,13000,Sedan,4,1.8l,Black,Black,32627,Continuously Variable Trans,Cloth,2020-02-27T19:30:00.000Z,Cincinnati Hebron- KY,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGV9FdZLw%2bjh58PPgqYuZ1N0ad7wiXUbWkp8iCM%2f4u0Nf0b9cfxeb70H84eM26iTq8P7mq0Lq18KdWAWMvTMbOG8f58FZkz9LWhuSlIjBWZNQ%3d%3d,
JTEZU5JRXJ5177502,4.3,,Toyota,4runner,Sr5,2018,26100,Suv,6,4.0l,White,Other,38077,5-speed A/t,Cloth,2020-02-26T19:30:00.000Z,Newark- NJ,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHvu6Pb0YieJ8cvmJyaQfXJ1SjBrRZz2QJMxFO2ERSQM266ewtQLl%2fF5niEya0T2%2bjBER4tutlDsCX5N4DycjI9oOmoo2GcswGAjyd%2f8ffQFw%3d%3d,
1V2KR2CA4JC556521,4.3,,Volkswagen,Atlas,3.6l V6 Se,2018,23200,Suv,6,3.6l,White,Black,46398,8-speed A/t,Leather,2020-02-27T19:30:00.000Z,Salt Lake City- UT,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHdUphE1wHLGLZMiv2w1%2bA91rHfp6h6mhGWLsTP2ZKtBg8cbHjUr%2fQwpKrgYJs78Wgeb65MT962BYXw2kWN9%2bxUrs6A%2b1vm3%2f26DI%2bhUp%2bHPQ%3d%3d,
2C4RDGEG2JR190126,4.5,,Dodge,Grand Caravan,Gt,2018,15500,Van,6,3.6l,White,Black,45842,6-speed A/t,Leather,2020-02-29T19:30:00.000Z,San Diego- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEyt0DeaUGcxVFopbPGS1nPLmy2c3fniui8NSvwXrkCLmv66L5rVrrkJwtDqh0TNcIu14qYzTMaIS3OhpVBGQfpYeaX7LiIs8jO5zC52SaaNQ%3d%3d,
1G1ZE5ST5HF101873,2.8,,Chevrolet,Malibu,Lt,2017,12600,Sedan,4,1.5l,Grey,Black,38586,6-speed A/t,Cloth,2020-02-28T19:30:00.000Z,San Diego- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHhZzBL%2fAamJTZohGFkZGo8e7NijdP37Nrqmw8g%2bIVEW8GpOfeQrmse6hPC2m23t8MgsduSyf1iFVJoYHYlVd5QiIP3KrAwB%2f5gdJ%2bG32VSLg%3d%3d,
SALCR2RX9JH740558,4.4,,Land Rover,Discovery Sport,Hse,2018,25200,Suv,4,2.0l,Black,Black,42606,9-speed A/t,Leather,2020-02-25T19:30:00.000Z,Los Angeles- CA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHSg5xAorpf5BIQ6Y3HABoczDdGOEGs7ZavWXrnENTG2XbamYnWYDGrk0rKIy1DKfQ745S%2fVGMRdbbAfwM0FobdAoEcvWTfHNOc4rV6jZdEoQ%3d%3d,
5XYPG4A56KG490212,4.1,,Kia,Sorento,Sx V6,2019,16200,Suv,6,3.3l,Grey,Grey,41414,8-speed A/t,Cloth,2020-02-26T19:30:00.000Z,Ft Lauderdale- FL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGFcnyP1s1BYdB96TuVJd6Obua7EWwFnzHBL9XLWrD2EE1%2frAYTMm6pZRraJxzWa9%2bNIi3OhKdzpzDkX1Nc%2fS9DIqxfa6IvHINqQQLVT7mtdA%3d%3d,
